id_str,full_text,"Label (0=hate,1=offensive,2=neither, 3=duplicate)"
1272422690616496132,@hnjansen @NOS Ach ik ben van mening dat deze protesten een heel eenzijdig verhaal vertellen. Ik ben zelf opgegroeid in een divers wijkje om het zo maar te zeggen en ben jarenlang uitgemaakt voor kk blanke kk kaaskop de Chinese eigenaar van de bakker werd constant lastig gevallen..,1
1272411315483615232,Barry Atsma (47) is ondanks de coronabeperkingen al wekenlang volop aan het filmen op de set van de Duitse tv-serie Du sollst nicht lügen. Ik word elke drie dagen getest (premium) https://t.co/LZKHVPI3J5,2
1272413586539896832,Weer nertsen op pelsdierenfarm in Moergestel.terwijl elders in #Brabant de dieren gedood worden vanwege #corona vult nertsenfokker zijn hokken...https://t.co/W0Kg22VdAp,2
1272422392581820416,@NuchtereDe @StefanPaas huh? Corona Trumps schuld?zwarte man gedood door blanke agent Trumps schuld? Als jij dit bent in nuchtere staat moeten ze je toetsenbord maar weghalen als je dronken bent,2
1272546470164660226,Wat een kaaskop zeg!! 😂😂Corona doet wat met je... https://t.co/07GYp6Su49,1
1272551382395039744,Verpleegster in tranen: Patiënten sterven niet aan corona ze worden vermoord https://t.co/R0tIYxxCQ6,3
1272559343427297280,@NassauWillem @Little_one_Ann Wij kunnen beter hun controleren met hun achterlijke  gedoe het is tijd de coronavirus is sowieso teveel opgeblazen zo erg is het allemaal niet,1
1272553505505660930,Voor mensen die roepen dat de VS een achterlijk land was dat het niet eerder was geregeld: in landen als Duitsland en Italië kunnen gays pas sinds kort trouwen. Zo vooruitstrevend als Nederland op dit thema zijn weinig landen.,1
1272550020882083840,@Beeronline1 @dijkhoff Ik geef al jaren niks meer aan goede doelen. Wij blanken worden toch als slechte mensen neergezet. Ze raken in paniek het is niet uit te leggen dat al 2 weken lang dagelijks protesten zijn met 100pden opelkaar. De ware bedoeling komt steeds meer uit. We pikken dit niet meer.,0
1272557954110230528,Qudt. In Coronatijd kan je bejaarde tante ook gewoon uitgezaaide alvleesklierkanker krijgen natuurlijk. Oh mijn arme nicht vorig jaar broer nu dit....,2
1272605454594641920,Verpleegster in tranen: Patiënten sterven niet aan corona ze worden vermoord https://t.co/R0tIYxxCQ6 het wordt steeds duidelijker dat het middel.... Veel erger is dan de kwaal (bij die oude verzwakte mensen bespoedigd de behandelmethode dus hun dood),3
1272292250190520320,Hey @JessikaSoorsTijd voor praktijktesten: hoeveel jongeren vallen een blanke aan wanneer die door de straat loopt.We zullen u nu wel niet horen zeker...,2
1272461899037368320,Het CDA moet die iedeote dorpsgek Hugo de Jonge eruit gooien Die is volledig het pad kwijt met zijn achterlijke reactie op dat covid19 virus Hij lijd aan hysterische vorm van smetvrees https://t.co/Dco8nY3C48,1
1272460875971080192,@destandaard Ach zo ni ze doen maar op ze zijn goed bezig om zo vol te zitten en bij 1 achterlijke mensen ow dat corona terug komt krijgen ze van mij nog lappen bij door een ander zot.,1
1272461997733535745,Als Je zo been rund bent en nu op @Schiphol staat neem aub corona mee te4ug. Dan kan het achterlijke d66 klapvolkje weer  klappen  voor domme verpleger die voor toerist hun leven geven dank @UNWTO  en @WHO en reisbranche meer doden graag @Schiphol Spaanse corona voorkeur cocktail https://t.co/B74CicvGFG,0
1272505961564057601,Nederland heeft kinderen vrouwen en mannen verkracht mishandeld en wreed vermoord gedurende 350 jaar. Nu probeert NL opnieuw via achterlijke kolonialen als #Rayman #Sitalsingh ea en coronahulp weer binnen te dringen in Su. Alle NL Hulp wordt GEWEIGERD. #nieuwsuur #buitenhof https://t.co/JvhM6unYbq,2
1272530045547032576,’Protesten tegen racisme maken meeste blanke mensen niet bewuster’ https://t.co/IxKMNIVaAG,2
1272534403797979137,’Protesten tegen racisme maken meeste blanke mensen niet bewuster’ https://t.co/eCsOFRudnr,3
1272534514691080197,’Protesten tegen racisme maken meeste blanke mensen niet bewuster’ https://t.co/oXoZTSIR04 via @telegraaf,3
1272536400504782849,’Protesten tegen racisme maken meeste blanke mensen niet bewuster’ https://t.co/O8wJuk7ct8 via @telegraaf,3
1272543374038437889,Is er racisme  Ja. Is het trecht hier tegen te protesteren Ja. Maar of het wegpesten van zwarte piet of omver halen van beelden hier iets aan bijdraagt  ? Neen//’Protesten tegen racisme maken meeste blanke mensen niet bewuster’  via @Telegraaf https://t.co/WqxjxCal8q,2
1272531597338783749,@noahendricus ja echt hoor en die vrouw reageerde ook vet bot op iedereen die het vroeg?? echt mens het was vóór corona al debiel als je niet kunt pinnen,1
1272534221026975744,@EenVandaag @HenkNaves Deze wet is het gevolg van het Fascisme in Den Haag.Wir haben es nicht gewußt kunnen we nu niet meer zeggen.!We staan er bij en ? wat doen we?Stop het Fascisme! Stop Rutten3!Stop het moorden van Corona patiënten.!,2
1272588204911276036,’Protesten tegen racisme maken meeste blanke mensen niet bewuster’  via @Telegraaf https://t.co/CJ0xobk30h,3
1272588338852171776,@RTLnieuws Het mag niet wat @hugodejonge  en @rivm  willen proberen met n wet. Er is de Grondwet waar alles instaat en dictatuur mag niet. Dus géén achterlijk verzonnen wetje  @2eKamertweets  @EersteKamer  want dan is er écht burgeroorlog in Ned.,1
1272574820950200320,ik las dat het ook nog op eenvandaag wasTwee derde van de blanke mensen in Nederland zegt zich door de protesten tegen racisme niet bewuster te worden van hun eigen gedrag op dat gebiedVraag: Moet dat dan???Ik heb namelijk wel wat tegen het gedrag van het demonstrerende tuig.,2
1272580871158202375,Aantal coronapatiënten op ic voor derde dag op rij gestegen https://t.co/RfatmoaVJe via @telegraaf Bedankt he.. Femke Halsema. Met je achterlijke Dam-actie.,1
1272322088645337088,Aha tokkies uit Rotterdam/ Den Haag zoeken elkaar op! Dit keer niet om elkaar op het domme smoelwerk te rammen nee! Om te demonstreren tégen racisme *PROEST* tégen de covid-19 maatregelen én TEGEN #Antifa!Want daar heeft men een hekel aan en ik denk te weten waarom: zie foto https://t.co/qPqPnL7cdg,1
1272473885124947968,@parool Leuk verhaal. Japan is zo ongeveer het enige Aziatische land dat geen enkel clue heeft wat er gebeurd. Je kunt je er niet laten testen en cijfers verstrekt de overheid niet. Het was altijd wachten op een uitbreiding van de eerste golf. Japan is het achterlijke broertje van Korea,0
1272590536193585154,De wekker echt achterlijk vroeg reistijd veel te lang benauwend mondkapje.Maar damn wat heb ik dat gemist. Mijn eerste echte hele kantoordag. Beetje sparren ouwehoeren overleggen samen lunchen. Damn dat was even fijn. Nee altijd thuiswerken niets voor mij!,2
1272600064414953472,@RTLnieuws Mooi valt niks te worstelen gewoon niet handhaven en vooral geen achterlijke boetes uitdelen ! #stopanderhalvemeter !!! https://t.co/F6eIHb6B9u,1
1272598456008429571,@Sambamagico Zeg dat maar tegen de actievoerders bij die protesten die aan blanken vragen achteraan te gaan zitten of 10 dollar te betalen aan een zwart iemand.,2
1272524952558809090,@BergmannMedia Op een gegeven moment moet je accepteren: Covid-19 is één van de doodsoorzaken van homo sapiens https://t.co/koEEifphDS #inhumaan #ouderen #coronamaatregelen #bijkomendeschade #covid19nl #anderhalvemeter #proportionaliteit #coronanl,2
1272517892312125445,Twee derde van de blanke mensen in Nederland zegt zich door de protesten tegen racisme niet bewuster te worden van hun eigen gedrag op dat gebied. Dat meldt EenVandaag op basis van onderzoek onder 39.000 deelnemers van het Opiniepanel. https://t.co/cOh0Uail9s,2
1272518413513109507,Twee derde van de blanke mensen in Nederland zegt zich door de protesten tegen racisme niet bewuster te worden van hun eigen gedrag op dat gebied. https://t.co/Om05z50mxs,3
1272520318226227201,Twee derde van de blanke mensen in Nederland zegt zich door de protesten tegen racisme niet bewuster te worden van hun eigen gedrag op dat gebied. https://t.co/Om05z50mxs,3
1272520718857756675,Hoe kun je bewust worden over iets wat je niet doet? ’Protesten tegen racisme maken meeste blanke mensen niet bewuster’  via @Telegraaf https://t.co/ZXZcqjYCnK,2
1272521554035949568,’Protesten tegen racisme maken meeste blanke mensen niet’ https://t.co/4Pa6JcCHb7 via @telegraaf zijn de meeste mensen niet bezig met racisme omdat er door de meeste mensen geen onderscheid wordt gemaakt. Iedereen gelijk kan toch ook. Ook witte hebben dan last van discriminatie,2
1272523004598255618,’Protesten tegen racisme maken meeste blanke mensen niet bewuster’ https://t.co/lJzx1QR5g6 via @Telegraaf#Bij ons werkte er allerlei mensen van alle komaf op de vloer# Blank werd ook geweigerd. Niet alleen gekleurd#maar je moet wel het werkprotocol v d werkgever volgen#,2
1272524277246558208,@telegraaf Twee derde van de blanke mensen in Nederland zegt zich door de protesten tegen racisme niet bewuster te worden van hun eigen gedrag op dat gebied.Ehh het gaat dus ALLEEN om blank racisme?? 🤔,2
1272525427001692160,@RRATorres1 @telegraaf Twee derde van de blanke mensen in Nederland zegt zich door de protesten tegen racisme bewuster te worden van BLM/Antifas gedrag op dat gebied....,2
1272527220133822465,’Protesten tegen racisme maken meeste blanke mensen niet bewuster’ https://t.co/mAPpea8p5v via @telegraafals dochter komt thuis met iemand uit bv Afrika en wil trouwen deze man vindt dat er ook elke maand wat geld naar zijn fam: moet ben benieuwd hoe deze mensen dan reageren.,0
1272516716992573441,laat Afrika voor de negers en Europa voor de blankeof witte mensen en alle problemen met rasisme isopgelost is niet moeilijk is gemakkelijk volg Coronacovid 19 maatregel blijf in uw kot en land en dewereld vrede is eeuwig verzekerd de multi cultuuris de 3 de wereld krijgen *,0
1272521044461596673,@CrouchingHidden @Marias50 Stop het Fascisme.!!Wir haben es nicht gewußt Dat kunnen we ons nu NIET meer veroorloven.!!Stop het MOORDEN van Corona Patiënten.Stop Rutten3Stop FASCISMEVRIJHEID VRIJHEID VRIJHEID.!!!!!,2
1272424220589469699,#Baudet over de #anti-racismeprotesten: Wij blanken hebben ervoor gezorgd dat de #slavernij werd afgeschaft. Dan zit er echt een hele #rare kronkel in he kop! Bijna onmogelijk voor #Weimans om met deze langspeelplaat in gesprek te gaan  https://t.co/v3atEye1BE via @nporadio1,2
1272428275068022790,@lectrr @sthbracke Daarover gaat de ophef niet. Het is eerder een diepe zucht (althans bij mij) dat het weer dezelfde stemmen zijn (Bracke Zinzen) die al tig keer zijn opgevoerd. Er is klimaat racisme radicalisering. Zelfs corona. En er worden drie gepensioneerde blanke mannen gekozen ????,2
1272429214126538752,Ik was er toch wat onrustig over want recent had een buuf dat ook gedaan met allerlei kleine spulletjes speelgoed etc. Een week haalden dagelijks mensen spulletjes op. Kinderen wandelaars etc. Maar andere buren vinden het in Corona te tricky of vinden een doos lelijk.,2
1272627438569140224,Op een gegeven moment moet je accepteren: Covid-19 is één van de doodsoorzaken van homo sapiens. PUNT https://t.co/gysU3IkEnN #leven #sterven #menszijn #coronanl #covid19nl #coronanederland #coronamaatregelen #schadelijk #ouderen,2
1272628200347181058,@fernandes_shai @Yapo_el_guapo @JokeBruis38 @Bourgonje @Sanderstwits @CoopZor @JagerTwee @PossiblyWim @kennis_dennis @0987654321Id @JB_Hilterman @ger2591 @Ocean4Q @benniedoorsnee @TellerOfWisdom @RajiveTheMajive @qt2bstr @Obe_85 @kwybes @GeneraalSpoor4a @WietskeHoorn @LMeulebroek @MsmVolger @buzztruus @Ger19511 @tnuh87 @HeemskerkRon @RFJanse @Lagonda_Blogger @nieuws_gier @Djeep_ @horsemen345 @michel16823463 @dianvrijmens @PollyRotterdam @HeavenCanWait77 @Truthse07006958 @jjmvee @Maria_Serenita @AudioVD @NuchterBurger @Swaffel2 @MarcelTheStifm1 @ikhebgezien @Mawufeasi @Mans516 @TerpTheatre @Michonnet @pirateonboard @MickPersson Die makaken werden allemaal ziek. Ook bij de testen op mensen (vrijwilligers) van een ander vaccin: ernstige bijwerkingen.,2
1272646595352375296,Neem een gewassen appen en een sinaasappel een doos onbespoten aardbeien en je bet klaar kut griepje er is geen hond overleg aan corona NIEMAND !,1
1272490792037363712,Kijk en hier gaat het dus fout.In plaats van al die achterlijke #coronamaatregelen (#anderhalvemetersamenleving) zou het #overheidsbeleid moeten inzetten op een #mentaliteitsverandering: #gezondheidsklachten = #blijfthuis.Anderen kunnen door jou #ziek worden.#durftevragen https://t.co/CHGunaZayh,1
1272493685066915840,@Wim_Schellekens @dwarrel75 @DrZoeHyde @IGJnl @GGDGHORNL @rivm Ze willen de zogenaamde immuniteit volgen met een virus waar ze nog bar weinig vanaf weten en de bevolking dom en achterlijk houden. Wat er gebeurd is in de verpleeghuizen is een groot schandaal. En nu weer back to business met een gladde aal in maatpak op de posters door de stad,1
1272493715404316672,Nieuwe regels voor het Henny Huismanmuseum m.b.t COVID-19: Vanaf heden zijn enkel nog blanke mensen toegestaan in ons museum i.v.m verminderd besmettingsgevaar,0
1272442083857612800,#Kinderen die chocolademelk kregen met feces om #immuunsysteem te testen. #Farmacie #vaccins. Gedeeld ⤵️ door Kennedy-telg (die laatst zijn nicht en haar zoon naar het graf bracht; de zoveelste... Voel erg mee met de familie 😔 en bewonder Robert om wat hij doet: waarheidsvinding,2
1272444528373501954,@tomvangrieken hopelijk schiet er een blanke agent u kreupel of een corona infectie dat uw spraak spreek vermogen aantast zodat we u ranzige en racistisch gezever niet meer kunnen horen of lezen. Vuile nazi,0
1275584161311531008,@SoffiHart @jesseklaver Klopt! Net als het coronavirus..de BLM demos etc etc..alles wordt uit de kast gehaald om het blanke volk er onder te krijgen...maar ze vergeten..wij zijn met meer!,0
1275827722636361729,@Felicity256 @marcvdhoogen 3: #Jihadisten binnenlaten heet #Deugen ( De activiteit ) maar niet meedoen met het DEBIELE #Covid19 #1_5Mbeleid levert een #Boete op.#Jihadist krijgt onderdak maar @geertwilderspvv mag 5 jaar debiel papierwerk invullen om n stelletje Farizeeers  te weerstaan na een #Quotemine,0
1275824694776803337,@Nielsrigter Het wordt tijd dat de witte deelstaat Nederland de zwarten gaan betalen. Hier zou @MinPres vanavond op terugkomen. #herstelbetaling #KOZP #persconferentie,2
1275825031843590151,@Nielsrigter Het wordt tijd dat de witte deelstaat Nederland de zwarten gaat betalen. Hier zou @MinPresvanavond op terugkomen. #herstelbetaling #KOZP #persconferentie,3
1275825319258226688,@KajsaOllongren Het wordt tijd dat de witte deelstaat Nederland de zwarten gaat betalen. Hier zou @MinPres vanavond op terugkomen. #herstelbetaling #KOZP #persconferentie,3
1275617405612498946,https://t.co/MsNR2ICOi3 nemen jullie ook zwarten over lol voor dit te begrijpen kijk video #zorgpersoneel #blacklifematters #BlackLivesMatter #BLACK_LIVES_MATTER #AllLivesMattter #coronavirus #,2
1275707134139936770,Weer zon blanke vrouw die zegt het is onze schulddat we geen gekleurde journalisten hebben! Wat een onzin. Correspondent Italië hele dag op de radio en tv allerlei gekleurde Nederlandersdie zijn geslaagd. En +/- 18% vd bevolkinghè!  #spraakmakers #omroepgelderland,2
1275708694685237249,@JongGroen @PauwelsCpauwels Dus jullie willen blanke mannen #discrimineren ook al zijn deze beter geschikt? Gaan we hier ook #praktijktesten tegen moeten houden dan. Nu ja als jullie een maatschappij willen waar we iedere keer gaan denken ze heeft de job om dat ze vrouw is. Ok dan.,2
1275704812550701056,@Cortes BLM = helaas niet opkomen voor racisme van elke aardNee het is gekaapt door mensen die blanke mensen willen uitroeien!Lekker bezig BLM?!!!!Rutte praat met BLMAlleen #corona is natuurlijk niet genoeg?,2
1275893116269142018,Stuur Rutte ook maar een doos rotte eieren.. afgezien dat het strafbaar is: het zou te veel eer zijn om die nog naar zijn hoofd te gooien. En als Rutte ergens nog op werkbezoek langs komt voor een leuke foto: biedt hem een doos rotte eieren aan. #persconferentie #kickoutrutte,0
1275634072388276224,@rikaockeloen @AntonJan7 @mauricedehond Het RIVM is slaaf van modellen. Daarmee worden fouten uitvergroot. Om niet voor paal te staan : volhouden.Het is weer de Verenigde Naties die via een van hun institutende wereldorde bepaalt. Eerder hadden die de klimaathysterie en het Marakesh pact.,2
1275562075687968773,@madrettor010 @martinhoof @geertwilderspvv Misschien moeten die tokkie vrouwen met hun tokkie hooligan mannen en inteelt kinderen lekker thuisblijven zoals vroeger verplicht was voor het lage volk.,0
1275556070761598977,#Genee had het #Akwasi virus opgelopen deed een #Coronaspuugje in de bek van @derksen dankzij die #ZwarteHeks #Halsema en haar tokkie vriendjes via #JerryAfriyie #op1npo,0
1275561247484805120,@RobertVall3 Oh God die mongool weer. Had aan begin van Corona ook al zon belerend filmpje gemaakt. Alsof we kleuters waren. Dat dit soort mensen echt bestaan!!🤣🤣🤣 Waarom wordt zon gast niet teruggefloten door zijn chef? Of zal die net zo debiel zijn?,1
1275873126346362880,@patricecv @MinPres @rivm @hugodejonge @NOS @RTLnieuws @HartvNL Hoe ongewone (lees achterlijke mensen) reageren op een aankondiging.,0
1275878347780886528,Vanavond tijdens de #persconferentie zei men steeds 15m afstand houden maar als je naar de hoeren mag gaan hoef je geen mondkapjes te gebruiken geen 15m afstand houden en je mag verschillende standjes wippen met n wildvreemde hoertje. Wie kan dit nog volgen? 🤔,1
1275867629715152896,Waarom doen we net alsof dit bijzonder en misplaatst is? Bizar. Nederland is een blank land dus verwacht je een blanke advocaat. Zo simpel is het!#KOZP #anderhalvemeter #coronamaatregelen #KickOutRutte,2
1275873144910331904,En ik maar roepen dat Groningers niet zo achterlijk zijn om tegen Coronamaatregelen te demonstreren. Voor al die Groningers die #awake zijn: Ik hoop dat je wakker blijft en niet op de ic terecht komt. Stelletje egoïstische onnadenkende wakkere assholes! https://t.co/D3FsgMD3IJ,0
1275691137584500737,@TheRebelThePoet Kijk eens hoe weinig zwarte mensen er bij die protesten zijn. 80 a 90% zijn blanke deugkneuzen die ws geen omgang hebben met zwarten. De gewone zwarte man werkt/leeft en betaald belasting zoals ook blanke mensen doen. En weekend BBQ-en we samen en drinken een biertje. zeurpiet,2
1275685726328422400,Kijk dit dus! mijn fam in buitenland italie .spanje. engeland.zeggen dat dus steeds! Mensen gaan niet dood aan #corona  ze worden vermoord 😔😰😱,2
1275689190903238657,Update update: de hoeren van PostNL hebben alles op de stoep gedumpt want corona ondanks dat ik EXTRA HEB BETAALD om het tot binnen te laten brengen,1
1275695160148594694,@Reith2Adam @weijers3 @TheRebelThePoet En dan maakt men zich zorgen over Corona. Terwijl Jerry rondloopt. Een hyena op zoek naar een blanke prooi.,2
1275697359125700611,Voor de #Corona believers; de #15meter samenleving gelovers; kijk de video en laat het op je inwerken. #vrijheidsbeperking(inhumane) onder het mom van het goede een vuile agenda implementeren. Komt ie; https://t.co/Hhb2XXy8K8,2
1275804574201319424,@telegraaf Kijk dat zijn mooie berichten! Eindelijk is geen zeiknieuws over zwarten die de weg kwijt zijn of de corona,0
1275796127900676097,@tpooknl @TPOnl Oregon wil genocide plegen op zwarte gemeenschap. Door niet dragen van mondkapje lopen ze grotere kans om ziek te worden en te sterven. Klinkt vergezocht maar mocht aantal Covid19 gevallen onder zwarten binnenkort in Oregon stijgen zal waarschijnlijk 1 of ander BLM dit beweren.,2
1275802599640518656,Door steeds maar eenzijdig te communiceren over racisme over BLM die trouwens een extreem linkse communistische organisatie is (communisme= terreur goelag beperking persvrijheid enz) over praktijktesten zwarte piet duwt men de gematigde blanke man richting VB.,2
1275731477959979009,Voetbal met toeschouwers maar zonder spreekkoren.. Dus hou je 600 man tegen die gaan schreeuwen?Wat een achterlijke regering ongekent.#Corona #coronamaatregelen #Coronavirusnl,1
1275745405268103168,@DIndo1984 @RonvdVeer @babettevanveen Dan haal je er een boodschap uit die ik niet als zodanig zie. De protesten zijn er niet voor bedoeld om blanke mensen de schuld te geven maar om duidelijk te maken dat gelijke kansen en behandeling voor iedereen moeten gelden. Een bepaalde groep ervaart dat niet als zodanig.,2
1275731966147649536,@SamvanRooy1 vb valt altijd de corona strijders aan in de rug.net als vroeger  door corona nog nazis waren.toen noemde iedereen hen ook zwarten of collaborateurserfelijk?,0
1275781988084076544,@KleurrijkKampen Natuurlijk roepen we op om hoer bij te zijn.  Leuk dat jullie het anders doen dan andere protesten,2
1275783162103242752,Het coronavirus is nog niet van de voorpagina’s verdwenen of we hebben alweer een volgende crisis te pakken: het racisme van blanken jegens de gekleurde medemens. https://t.co/i2QaFNozBq,2
1275908041624498177,@Lausan1959 @JasperBoerstra @moeva18 Ten eerste Frankrijk Spanje Portugal italië waren allemaal kolonisators dus die zijn niet te vertrouwen. Ten tweede kan je wit genoemd worden met neger niet vergelijken wat voor domme opmerking is dat.,1
1275898359048536066,Met stip op nr 1 op de lijst van achterlijke #coronamaatregelen in Nederland. U mag naar een voetbalwedstrijd maar gij zult niet meedoen aan liederen of #spreekkoren!En welke overenthousiaste suppoost gaat dit handhaven?🙈🤣,1
1275905919516315649,@marianneschuurm @lenn2art @Schiphol @KMar_PenB_SPL @SchipholWatch Theoretisch kloppen de maatregelen vast. In een lege hal ook. De praktijk is waar het om gaat. Lijkt me 😬 Heb als caminghouders ook doos vol stickers linten desinfectie hesjes en uitgeprint protocol maar dat zegt weinig over uitvoering coronamaatregelen hier. 😎 https://t.co/MQlKpz4o6b,2
1275845948497973250,Jezus wat een doos zeg. Ze luistert gewoon echt niet naar wat Rutte zegt. Moeilijk he! LUISTEREN. #persconferentie,1
1275845952629354506,Wat een muts die van sbs zeg. #persconferentie,1
1275846580780892160,#npo1 #persconferentie ohhh nee daar heb je die domme muts weer met haar nog dommere vragen....,1
1275845885059006470,Wie is de vrouwelijke vraagsteller? Ben blij dat dit de laatste persconferentie is,2
1275845591193587712,Staan er al rijen bij de hoeren ? #coronamaatregelen,1
1275846409435189248,Zou het toch iets met Gremlins te maken hebben dat covid? Ook uit een geheimzinnige doos uit China  en is alleen s’nachts nog gevaarlijk... Volgens Rutte inNachtclubs en Discotheken...🙉😏🔥#gremlins #persconferentie #rutte #dejonge #corona #china #dtv #nijmegen #disco #djlife https://t.co/mMjgLAD7F6,2
1275848745557655552,Dus als je naar de hoeren wil moet je een lul van abderhalve meter  hebben @minpres @hugodejonge @geertwilderspvv @thierrybaudet #persconferentie,1
1275848757402382338,@LievenseDave @arieboomsma #PVVtokkies zijn blijkbaar 27 graden!?!?  Het zijn dus vampieren of zombies?!? Waarom zijn #deugtokkies altijd zo dom? Niet zo dom als #TjerrieBidet tokkies maar wel erg dom #persconferentie#op1 #op1npo #nieuwsuur #buitenhof #ditism #eenvandaag #beau #tijdvoormax,1
1275849786831310849,Hey ergste van heel deze persconferentie zijn niet de  leugenachtige “35.000 doden” of de achterlijke watersnood metafoor van De Jonge maar de hemeltergend domme en vrijwel kritiekloze vragen van de pers. #anderhalvemeter #coronamaatregelen,2
1275850168550785030,Update: Hier alle VERSOEPELINGS bij de Rijksoverheid. Discotheken en nachtclubs blijven gesloten. U mag wel weer naar de hoeren &amp; Rutte/RIVM keuren alle standjes goed +++ LIVE -  Mark Rutte versoepelt er verder op los https://t.co/qVVUjT4k7w,1
1275647014617919500,De Corona-uitbraak op het tennistoernooi van Djokovic maakt duidelijk dat deze man een autist is die denkt dat de hele wereld om hem en om tennis draait.,1
1275863189012578305,Ik ga nog liever niet naar het stadion dan met al deze beperkingen flikker toch op man. #persconferentie,1
1275853789606621186,@rutger_ Kan je mooi de Corona de schuld geven dus schaam je niet!volgend jaar nieuwe kans.,2
1275855187006160900,#LangLeveDeLiefde gelukk8g is dit een herhaling van voor Corona en #blm .kussen  en blanke rozen   dat kan echt niet meer medio juno 2020,2
1275858745558478848,Je mag niet zingen in het voetbalstadion. Dan rappen we gewoon dat de moeder van *vul naam in* een hoer is#coronamaatregelen #voetbal #knvb,1
1275851765154549761,Dus je mag wel weer naar de hoeren zonder mondkapjes maar o.a in het theater en voetbalstadions op 15 meter blijven 🤨 Kan je daar misschien dan #neuken of staat dat een beetje raar. 🤔 #persconferentie #Rutte,1
1275853814445346823,Geen spreekkoren in de stadions...ik zie wel een win-win om die achterlijke racistische uitingen aldaar in te dammen #persconferentie #elknadeelhebzijnvoordeel,2
1275864425728290817,Lieve échte NLérs. Wat u ook bent blank bruin geel of oranje hetero of homo als uw vaderland u lief is mijd dan #blacklivematters en #kozp Zij zijn een afleidingscampagne van de werkelijke problemen. ZIng mee ! : https://t.co/SxHw8Yx5o1 #VERSOEPELING #PERSCONFERENTIE,2
1275856616001286144,🎶 | 𝗩𝗮𝗻𝗮𝗳 𝟭 𝗷𝘂𝗹𝗶:❌ 𝘎𝘦𝘦𝘯 𝘴𝘱𝘳𝘦𝘦𝘬𝘬𝘰𝘳𝘦𝘯✅ 𝘞𝘦𝘭 𝘻𝘢𝘯𝘨𝘬𝘰𝘳𝘦𝘯Tijd om een paar klassiekers uit de oude doos te halen! 😌#OhLeoHalle #anderhalvemeter https://t.co/eja11VC2kv,2
1275859718070849537,@mariannezw Persconferenties door twee kleutermeestertjes die in hun eigen Jip en Janneke taal het klootjesvolk denken te moeten beleren. Zouden die twee echt denken dat wij achterlijk zijn? Logisch @mariannezw  dat je er klaar mee bent.,1
1275665930723430404,Ze zijn echt helemaal gek daar aan de overkant van de oceaan. Alleen blanken moeten beschermd worden tegen coronavirus??!? https://t.co/sgPuBMqAgX via @nypost,1
1275667640434995200,De blanke bevolking van Europa moet de zwartjes helpen met hun protesten tegen geweld. Zoiets belangrijks kunnen we niet aan hun overlaten.#BlackLivesMatterNL,0
