custom_id,annotation,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,intensity
1269651203140521984,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1269651980684791808,2.0,0.0,4.0,4.0,0.0,2.0,4.0,0.0,4.0,1.0,1.0,0.5515
1269653163445026816,2.0,7.0,8.0,4.0,2.0,5.0,4.0,1.0,5.0,1.0,3.0,0.424
1269653428290060288,0.0,3.0,5.0,5.0,2.0,0.0,4.0,1.0,3.0,0.0,3.0,0.4633333333333333
1269653554777722880,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.591
1269653603893088256,1.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0
1269656737772167168,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1269660120184750080,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1269660300321665024,2.0,0.0,7.0,3.0,0.0,3.0,6.0,0.0,4.0,0.0,0.0,0.653
1269661061520805888,0.0,1.0,5.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.7402500000000001
1269662224378888192,2.0,6.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
1269663689675804672,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7235
1269672792078856192,2.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.314
1269674716354113536,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1269675244123455488,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269675311320489984,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.652
1269681008925966336,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.8240000000000001
1269682012715180032,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.7235
1269683738096668672,0.0,5.0,6.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,0.4438333333333333
1269684713041661952,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1269685311992365056,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.5525
1269685548425363456,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.7235
1269688116253728768,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.364
1269693018862424064,2.0,1.0,4.0,3.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,0.4793333333333332
1269695058921521152,2.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0
1269695528654311424,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7235
1269697918807793664,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1269698054988402688,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.364
1269699048602243072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269699096564174848,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.713
1269699156114800640,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.7235
1269699457270059008,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8240000000000001
1269702398223822848,2.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.8059999999999999
1269703052812042240,0.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.5705
1269705154661662720,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1269706689713930240,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.5813333333333333
1269714122490482688,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.25
1269716006932557824,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45299999999999996
1269722032670990336,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1269724042254262272,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.071
1269726518701445120,2.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
1269726853637513216,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,0.1905
1269727413791076352,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.422
1269727891694256128,0.0,4.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.6054999999999999
1269728596970668032,2.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.606
1269731783739916288,2.0,0.0,10.0,6.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0,0.6595714285714287
1269734103223603200,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1269741483512532992,2.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.779
1269746417179992064,0.0,1.0,8.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.7235
1269749167691350016,2.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.42200000000000004
1270844523690721280,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1270844802570031104,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
1270857993509392384,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1270891787872284672,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1270937987988295680,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270944481261412352,2.0,0.0,6.0,4.0,1.0,2.0,4.0,0.0,6.0,1.0,0.0,0.573
1270952077360091136,2.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.8780000000000001
1270957538364841984,2.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.4215
1270962427606249472,2.0,0.0,8.0,4.0,1.0,5.0,6.0,0.0,7.0,2.0,0.0,0.6484285714285714
1270974128519069696,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1270993741839585280,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.8780000000000001
1271010096659812352,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.32799999999999996
1271013974620897280,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1271019531260043264,2.0,0.0,5.0,4.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.5862499999999999
1271033697668608000,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271036354382659584,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1271041213991444480,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1271041970102849536,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1271044151681994752,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1271048146198630400,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.25
1271053317985259520,2.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.71675
1271054519540088832,2.0,1.0,7.0,4.0,0.0,3.0,5.0,0.0,7.0,1.0,0.0,0.57825
1271055558196580352,2.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.652
1271057388368519168,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1271061231617609728,0.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.574
1271063565051613184,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271063983404077056,2.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.8007500000000001
1271067434821341184,2.0,1.0,8.0,0.0,1.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0
1271081777226973184,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1271085846335311872,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.7235
1271092092157206528,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1271093003243999232,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.469
1271093431394320384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1271099215557660672,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.7235
1271099917835153408,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1271105116200992768,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6465000000000001
1271113075823980544,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
1271113371488784384,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.636
1271114000407957504,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
1271117568120586240,2.0,5.0,7.0,1.0,2.0,7.0,2.0,4.0,3.0,0.0,4.0,0.672
1271118025597599744,2.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0
1271128464784084992,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.8059999999999999
1271132952882225152,2.0,1.0,3.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,3.0,0.8832500000000001
1271135110486769664,2.0,11.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,4.0,0.0
1271146220032057344,0.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.35250000000000004
1271146987258286080,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1271147158658527232,2.0,7.0,6.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,0.69175
1271169202456584192,2.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.544
1271170075777814528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271181052011261952,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1271191150397882368,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.606
1271196560253124608,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
1271583743782924288,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1271583895360876544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271657719175372800,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271703430998917120,2.0,2.0,6.0,2.0,0.0,1.0,3.0,0.0,4.0,0.0,1.0,0.5974999999999999
1271706358266638336,1.0,3.0,5.0,4.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,0.75725
1271707441173061632,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1271712184557539328,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.485
1271736486183030784,2.0,8.0,5.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,4.0,0.0
1271739133321494528,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1271740481844785152,2.0,2.0,7.0,4.0,0.0,3.0,7.0,0.0,4.0,0.0,3.0,0.7015
1271748766312402944,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1271754149554774016,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1271758529465135104,0.0,1.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.4765
1271877754422788096,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1271900092686008320,0.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,0.7615999999999999
1271900277260648448,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.364
1271903361542041600,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1271904761743319040,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.385
1271905863863799808,2.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.606
1272292250190520320,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1272411315483615232,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1272413586539896832,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1272421181489061888,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0
1272422392581820416,2.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.894
1272422690616496128,1.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.542
1272423310341689344,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1272424220589469696,2.0,3.0,5.0,3.0,1.0,2.0,4.0,0.0,4.0,0.0,2.0,0.6853333333333333
1272428275068022784,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.2345
1272429214126538752,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1272442083857612800,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1272444528373501952,0.0,1.0,8.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0
1272460875971080192,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1272461899037368320,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.45299999999999996
1272461997733535744,0.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.8059999999999999
1272473885124947968,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1272493715404316672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1272505961564057600,2.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.7150000000000001
1272516716992573440,0.0,7.0,4.0,0.0,3.0,0.0,2.0,3.0,3.0,0.0,4.0,0.0
1272517892312125440,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272520718857756672,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272521044461596672,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.8780000000000001
1272521554035949568,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.4695
1272523004598255616,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1272524277246558208,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272524952558809088,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.485
1272527220133822464,0.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,0.07400000000000001
1272534221026975744,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.8780000000000001
1272543374038437888,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1272546470164660224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272550020882083840,0.0,2.0,8.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,0.56
1272553505505660928,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.5155000000000001
1272557954110230528,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
1272563047664582656,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.34600000000000003
1272565997707370496,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.7140000000000001
1272566207393210368,0.0,0.0,7.0,2.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,0.4005
1272569470414979072,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.953
1272569604628459520,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0
1272573718628388864,2.0,3.0,6.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,0.5764
1272574820950200320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272580871158202368,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337
1272590536193585152,2.0,4.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.6365
1272598456008429568,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1272628200347181056,2.0,3.0,4.0,1.0,0.0,4.0,3.0,0.0,3.0,0.0,1.0,0.33299999999999996
1272646595352375296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273130475654123520,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.439
1273143689968259072,2.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.7235
1273159093394509824,2.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1273169911330869248,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0
1273176739418640384,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1273202398920617984,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
1273240030606249984,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.652
1273255662953345024,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
1273272263752724480,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273284176482050048,1.0,0.0,8.0,2.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.5825
1273292977889259520,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1273299214613782528,0.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,2.0,0.5046666666666667
1273311669662466048,2.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.652
1273324817048010752,0.0,5.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.5914999999999999
1273348257415139328,2.0,4.0,7.0,4.0,1.0,2.0,4.0,1.0,3.0,0.0,0.0,0.7050000000000001
1273348713633718272,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1273351223748542464,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273354025887563520,2.0,1.0,5.0,4.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.5215
1273356776180789248,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1273357265219850240,0.0,1.0,3.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.7235
1273361717507088384,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4365
1273362968038772736,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273374066972463104,2.0,1.0,4.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.6305000000000001
1273779257332899840,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1273847518040862720,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273856013179985920,2.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.30000000000000004
1273857936536866816,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.953
1273881722027991040,0.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,0.6069999999999999
1273882669001125888,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.281
1273882984735805440,2.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
1273889638780977152,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1273891602348544000,2.0,4.0,2.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
1273894238825177088,2.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6629999999999999
1273895955750883328,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1273898672179339264,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.652
